start,end,start_lat,start_long,end_lat,end_long,cost
Z2,M4,-2.0396,38.0496,-29.5135,152.1351,0.15
Z3,M4,-2.0396,38.0496,-37.0957,142.2138,0.31
Z4,M4,-2.0396,38.0496,-45.0244,168.6218,0.47
Z5,M4,-2.0396,38.0496,-31.9787,117.1119,0.32
Z6,M4,-2.0396,38.0496,-22.1268,115.4265,0.15
Z7,M4,-2.0396,38.0496,-12.7481,133.5319,0.05
N1,M5,-21.8787,33.8308,38.9603,-67.7183,0.15
N2,M5,-21.8787,33.8308,33.6701,-79.1441,0.25
N3,M5,-21.8787,33.8308,21.3022,-90.1044,0.33
N4,M5,-21.8787,33.8308,31.8968,-103.4019,0.5
N5,M5,-21.8787,33.8308,53.2547,-124.4917,0.57
N6,M5,-21.8787,33.8308,54.6989,-129.2372,0.23
N7,M5,-21.8787,33.8308,62.1652,-153.9344,0.54
N8,M5,-21.8787,33.8308,24.2271,-157.2241,0.56
N9,M5,-21.8787,33.8308,22.5729,-105.1789,0.67
N10,M5,-21.8787,33.8308,59.0741,136.9953,0.97
S1,M5,-21.8787,33.8308,8.9915,-67.2331,0.6
S2,M5,-21.8787,33.8308,-5.1621,-42.1811,0.68
S3,M5,-21.8787,33.8308,-21.3756,-49.9622,0.29
S4,M5,-21.8787,33.8308,-43.7592,-65.5599,0.27
S5,M5,-21.8787,33.8308,-35.8045,-71.5364,0.87
S6,M5,-21.8787,33.8308,-6.9267,-75.2371,0.42
S7,M5,-21.8787,33.8308,7.6532,-76.2382,0.92
S8,M5,-21.8787,33.8308,-32.5658,-52.7961,0.38
E1,M5,-21.8787,33.8308,47.4901,14.1276,0.13
E2,M5,-21.8787,33.8308,54.9682,27.7502,0.66
E3,M5,-21.8787,33.8308,58.8052,15.9729,0.87
E4,M5,-21.8787,33.8308,50.0536,2.4377,0.45
E5,M5,-21.8787,33.8308,39.2195,-3.3631,0.31
E6,M5,-21.8787,33.8308,35.9945,9.5282,0.18
E7,M5,-21.8787,33.8308,44.9363,26.0808,0.11
E8,M5,-21.8787,33.8308,69.8863,-27.0051,0.97
E9,M5,-21.8787,33.8308,66.0731,-40.7161,0.16
E10,M5,-21.8787,33.8308,69.7711,22.6141,0.2
E11,M5,-21.8787,33.8308,64.3111,-17.1125,0.38
M1,M5,-21.8787,33.8308,29.9007,25.0417,0.47
M2,M5,-21.8787,33.8308,20.0666,35.6046,0.49
M3,M5,-21.8787,33.8308,17.4034,45.7999,0.59
M4,M5,-21.8787,33.8308,-2.0396,38.0496,0.51
M6,M5,-21.8787,33.8308,-32.6365,23.2839,0.73
M7,M5,-21.8787,33.8308,2.0002,13.0886,0.67
M8,M5,-21.8787,33.8308,10.2101,-7.1261,0.61
M9,M5,-21.8787,33.8308,21.0261,-8.708,0.95
M10,M5,-21.8787,33.8308,30.8108,-4.4894,0.59
M11,M5,-21.8787,33.8308,-10.6827,14.1675,0.48
M12,M5,-21.8787,33.8308,-11.5451,40.3679,0.72
M13,M5,-21.8787,33.8308,9.7734,49.8601,0.57
K1,M5,-21.8787,33.8308,23.8158,53.8859,0.31
K2,M5,-21.8787,33.8308,-19.8441,46.3005,0.5
K3,M5,-21.8787,33.8308,26.7254,36.3249,0.77
K4,M5,-21.8787,33.8308,25.4625,63.0436,0.28
K5,M5,-21.8787,33.8308,30.4292,48.9811,0.45
A1,M5,-21.8787,33.8308,44.7861,142.4796,0.22
A2,M5,-21.8787,33.8308,41.8452,129.8234,0.22
A3,M5,-21.8787,33.8308,38.3505,117.5187,0.27
A4,M5,-21.8787,33.8308,26.3621,103.8708,0.67
A5,M5,-21.8787,33.8308,20.2081,103.6321,0.58
A6,M5,-21.8787,33.8308,12.3081,80.0773,0.49
A7,M5,-21.8787,33.8308,19.2389,73.3796,0.04
A8,M5,-21.8787,33.8308,50.8332,140.3611,0.75
A9,M5,-21.8787,33.8308,16.4459,95.0096,0.66
A10,M5,-21.8787,33.8308,21.7588,88.1451,0.35
A11,M5,-21.8787,33.8308,15.2623,120.4979,0.55
A12,M5,-21.8787,33.8308,6.8166,125.2493,0.45
A13,M5,-21.8787,33.8308,-4.4128,144.0525,0.78
A14,M5,-21.8787,33.8308,31.1841,130.6932,0.75
Z1,M5,-21.8787,33.8308,-21.5409,147.7123,0.62
Z2,M5,-21.8787,33.8308,-29.5135,152.1351,0.1
Z3,M5,-21.8787,33.8308,-37.0957,142.2138,0.47
Z4,M5,-21.8787,33.8308,-45.0244,168.6218,0.63
Z5,M5,-21.8787,33.8308,-31.9787,117.1119,0.36
Z6,M5,-21.8787,33.8308,-22.1268,115.4265,0.15
Z7,M5,-21.8787,33.8308,-12.7481,133.5319,0.67
N1,M6,-32.6365,23.2839,38.9603,-67.7183,0.83
N2,M6,-32.6365,23.2839,33.6701,-79.1441,0.72
N3,M6,-32.6365,23.2839,21.3022,-90.1044,0.77
N4,M6,-32.6365,23.2839,31.8968,-103.4019,0.87
N5,M6,-32.6365,23.2839,53.2547,-124.4917,0.05
N6,M6,-32.6365,23.2839,54.6989,-129.2372,0.65
N7,M6,-32.6365,23.2839,62.1652,-153.9344,0.4
N8,M6,-32.6365,23.2839,24.2271,-157.2241,1
N9,M6,-32.6365,23.2839,22.5729,-105.1789,0.19
N10,M6,-32.6365,23.2839,59.0741,136.9953,0.67
S1,M6,-32.6365,23.2839,8.9915,-67.2331,0.45
S2,M6,-32.6365,23.2839,-5.1621,-42.1811,0.22
S3,M6,-32.6365,23.2839,-21.3756,-49.9622,0.22
S4,M6,-32.6365,23.2839,-43.7592,-65.5599,0.14
S5,M6,-32.6365,23.2839,-35.8045,-71.5364,0.88
S6,M6,-32.6365,23.2839,-6.9267,-75.2371,0.39
S7,M6,-32.6365,23.2839,7.6532,-76.2382,0.62
S8,M6,-32.6365,23.2839,-32.5658,-52.7961,0.67
E1,M6,-32.6365,23.2839,47.4901,14.1276,0.45
E2,M6,-32.6365,23.2839,54.9682,27.7502,0.39
E3,M6,-32.6365,23.2839,58.8052,15.9729,0.65
E4,M6,-32.6365,23.2839,50.0536,2.4377,0.76
E5,M6,-32.6365,23.2839,39.2195,-3.3631,0.38
E6,M6,-32.6365,23.2839,35.9945,9.5282,0.35
E7,M6,-32.6365,23.2839,44.9363,26.0808,0.08
E8,M6,-32.6365,23.2839,69.8863,-27.0051,0.72
E9,M6,-32.6365,23.2839,66.0731,-40.7161,0.72
E10,M6,-32.6365,23.2839,69.7711,22.6141,0.65
E11,M6,-32.6365,23.2839,64.3111,-17.1125,0.94
M1,M6,-32.6365,23.2839,29.9007,25.0417,0.27
M2,M6,-32.6365,23.2839,20.0666,35.6046,0.75
M3,M6,-32.6365,23.2839,17.4034,45.7999,0.58
M4,M6,-32.6365,23.2839,-2.0396,38.0496,0.91
M5,M6,-32.6365,23.2839,-21.8787,33.8308,0.38
M7,M6,-32.6365,23.2839,2.0002,13.0886,0.04
M8,M6,-32.6365,23.2839,10.2101,-7.1261,0.66
M9,M6,-32.6365,23.2839,21.0261,-8.708,0.23
M10,M6,-32.6365,23.2839,30.8108,-4.4894,0.76
M11,M6,-32.6365,23.2839,-10.6827,14.1675,1
M12,M6,-32.6365,23.2839,-11.5451,40.3679,0.32
M13,M6,-32.6365,23.2839,9.7734,49.8601,0.15
K1,M6,-32.6365,23.2839,23.8158,53.8859,0.63
K2,M6,-32.6365,23.2839,-19.8441,46.3005,0.35
K3,M6,-32.6365,23.2839,26.7254,36.3249,0.14
K4,M6,-32.6365,23.2839,25.4625,63.0436,0.85
K5,M6,-32.6365,23.2839,30.4292,48.9811,0.1
A1,M6,-32.6365,23.2839,44.7861,142.4796,0.61
A2,M6,-32.6365,23.2839,41.8452,129.8234,0.23
A3,M6,-32.6365,23.2839,38.3505,117.5187,0.04
A4,M6,-32.6365,23.2839,26.3621,103.8708,0.74
A5,M6,-32.6365,23.2839,20.2081,103.6321,0.89
A6,M6,-32.6365,23.2839,12.3081,80.0773,0.89
A7,M6,-32.6365,23.2839,19.2389,73.3796,0.96
A8,M6,-32.6365,23.2839,50.8332,140.3611,0.85
A9,M6,-32.6365,23.2839,16.4459,95.0096,0.38
A10,M6,-32.6365,23.2839,21.7588,88.1451,0.28
A11,M6,-32.6365,23.2839,15.2623,120.4979,0.62
A12,M6,-32.6365,23.2839,6.8166,125.2493,0.17
A13,M6,-32.6365,23.2839,-4.4128,144.0525,0.51
A14,M6,-32.6365,23.2839,31.1841,130.6932,0.15
Z1,M6,-32.6365,23.2839,-21.5409,147.7123,0.38
Z2,M6,-32.6365,23.2839,-29.5135,152.1351,0.08
Z3,M6,-32.6365,23.2839,-37.0957,142.2138,0.65
Z4,M6,-32.6365,23.2839,-45.0244,168.6218,0.47
Z5,M6,-32.6365,23.2839,-31.9787,117.1119,0.21
Z6,M6,-32.6365,23.2839,-22.1268,115.4265,0.84
Z7,M6,-32.6365,23.2839,-12.7481,133.5319,0.61
N1,M7,2.0002,13.0886,38.9603,-67.7183,0.1
N2,M7,2.0002,13.0886,33.6701,-79.1441,0.87
N3,M7,2.0002,13.0886,21.3022,-90.1044,0.46
N4,M7,2.0002,13.0886,31.8968,-103.4019,0.12
N5,M7,2.0002,13.0886,53.2547,-124.4917,0.36
N6,M7,2.0002,13.0886,54.6989,-129.2372,0.72
N7,M7,2.0002,13.0886,62.1652,-153.9344,0.46
N8,M7,2.0002,13.0886,24.2271,-157.2241,0.52
N9,M7,2.0002,13.0886,22.5729,-105.1789,0.53
N10,M7,2.0002,13.0886,59.0741,136.9953,0.06
S1,M7,2.0002,13.0886,8.9915,-67.2331,0.71
S2,M7,2.0002,13.0886,-5.1621,-42.1811,0.42
S3,M7,2.0002,13.0886,-21.3756,-49.9622,0.09
S4,M7,2.0002,13.0886,-43.7592,-65.5599,0.53
S5,M7,2.0002,13.0886,-35.8045,-71.5364,1
S6,M7,2.0002,13.0886,-6.9267,-75.2371,0.22
S7,M7,2.0002,13.0886,7.6532,-76.2382,0.93
S8,M7,2.0002,13.0886,-32.5658,-52.7961,0.64
E1,M7,2.0002,13.0886,47.4901,14.1276,0.58
E2,M7,2.0002,13.0886,54.9682,27.7502,0.64
E3,M7,2.0002,13.0886,58.8052,15.9729,0.18
E4,M7,2.0002,13.0886,50.0536,2.4377,0.17
E5,M7,2.0002,13.0886,39.2195,-3.3631,0.83
E6,M7,2.0002,13.0886,35.9945,9.5282,0.14
E7,M7,2.0002,13.0886,44.9363,26.0808,0.19
E8,M7,2.0002,13.0886,69.8863,-27.0051,0.02
E9,M7,2.0002,13.0886,66.0731,-40.7161,0.32
E10,M7,2.0002,13.0886,69.7711,22.6141,0.23
E11,M7,2.0002,13.0886,64.3111,-17.1125,0.51
M1,M7,2.0002,13.0886,29.9007,25.0417,0.39
M2,M7,2.0002,13.0886,20.0666,35.6046,0.72
M3,M7,2.0002,13.0886,17.4034,45.7999,0.96
M4,M7,2.0002,13.0886,-2.0396,38.0496,0.51
M5,M7,2.0002,13.0886,-21.8787,33.8308,0.19
M6,M7,2.0002,13.0886,-32.6365,23.2839,0.06
M8,M7,2.0002,13.0886,10.2101,-7.1261,0.06
M9,M7,2.0002,13.0886,21.0261,-8.708,0.05
M10,M7,2.0002,13.0886,30.8108,-4.4894,0.64
M11,M7,2.0002,13.0886,-10.6827,14.1675,0.86
M12,M7,2.0002,13.0886,-11.5451,40.3679,0.28
M13,M7,2.0002,13.0886,9.7734,49.8601,0.08
K1,M7,2.0002,13.0886,23.8158,53.8859,0.41
K2,M7,2.0002,13.0886,-19.8441,46.3005,0.16
K3,M7,2.0002,13.0886,26.7254,36.3249,0.61
K4,M7,2.0002,13.0886,25.4625,63.0436,0.86
K5,M7,2.0002,13.0886,30.4292,48.9811,0.85
A1,M7,2.0002,13.0886,44.7861,142.4796,0.39
A2,M7,2.0002,13.0886,41.8452,129.8234,0.8
A3,M7,2.0002,13.0886,38.3505,117.5187,0.4
A4,M7,2.0002,13.0886,26.3621,103.8708,0.32
A5,M7,2.0002,13.0886,20.2081,103.6321,0.16
A6,M7,2.0002,13.0886,12.3081,80.0773,0.99
A7,M7,2.0002,13.0886,19.2389,73.3796,0.05
A8,M7,2.0002,13.0886,50.8332,140.3611,0.28
A9,M7,2.0002,13.0886,16.4459,95.0096,0.27
A10,M7,2.0002,13.0886,21.7588,88.1451,0.98
A11,M7,2.0002,13.0886,15.2623,120.4979,0.16
A12,M7,2.0002,13.0886,6.8166,125.2493,0.2
A13,M7,2.0002,13.0886,-4.4128,144.0525,0.38
A14,M7,2.0002,13.0886,31.1841,130.6932,0.48
Z1,M7,2.0002,13.0886,-21.5409,147.7123,0.79
Z2,M7,2.0002,13.0886,-29.5135,152.1351,0.86
Z3,M7,2.0002,13.0886,-37.0957,142.2138,0.76
Z4,M7,2.0002,13.0886,-45.0244,168.6218,0.04
Z5,M7,2.0002,13.0886,-31.9787,117.1119,0.52
Z6,M7,2.0002,13.0886,-22.1268,115.4265,0.83
Z7,M7,2.0002,13.0886,-12.7481,133.5319,0.58
N1,M8,10.2101,-7.1261,38.9603,-67.7183,0.76
N2,M8,10.2101,-7.1261,33.6701,-79.1441,0.72
N3,M8,10.2101,-7.1261,21.3022,-90.1044,0.81
N4,M8,10.2101,-7.1261,31.8968,-103.4019,0.88
N5,M8,10.2101,-7.1261,53.2547,-124.4917,0.4
N6,M8,10.2101,-7.1261,54.6989,-129.2372,0.05
N7,M8,10.2101,-7.1261,62.1652,-153.9344,0.99
N8,M8,10.2101,-7.1261,24.2271,-157.2241,0.42
N9,M8,10.2101,-7.1261,22.5729,-105.1789,0.07
N10,M8,10.2101,-7.1261,59.0741,136.9953,0.8
S1,M8,10.2101,-7.1261,8.9915,-67.2331,0.37
S2,M8,10.2101,-7.1261,-5.1621,-42.1811,0.34
S3,M8,10.2101,-7.1261,-21.3756,-49.9622,0.14
S4,M8,10.2101,-7.1261,-43.7592,-65.5599,0.75
S5,M8,10.2101,-7.1261,-35.8045,-71.5364,0.07
S6,M8,10.2101,-7.1261,-6.9267,-75.2371,0.26
S7,M8,10.2101,-7.1261,7.6532,-76.2382,0.97
S8,M8,10.2101,-7.1261,-32.5658,-52.7961,0.34
E1,M8,10.2101,-7.1261,47.4901,14.1276,0.75
E2,M8,10.2101,-7.1261,54.9682,27.7502,0.89
E3,M8,10.2101,-7.1261,58.8052,15.9729,0.94
E4,M8,10.2101,-7.1261,50.0536,2.4377,0.45
E5,M8,10.2101,-7.1261,39.2195,-3.3631,0.35
E6,M8,10.2101,-7.1261,35.9945,9.5282,0.77
E7,M8,10.2101,-7.1261,44.9363,26.0808,0.57
E8,M8,10.2101,-7.1261,69.8863,-27.0051,0.47
E9,M8,10.2101,-7.1261,66.0731,-40.7161,0.98
E10,M8,10.2101,-7.1261,69.7711,22.6141,0.3
E11,M8,10.2101,-7.1261,64.3111,-17.1125,0.3
M1,M8,10.2101,-7.1261,29.9007,25.0417,0.62
M2,M8,10.2101,-7.1261,20.0666,35.6046,0.56
M3,M8,10.2101,-7.1261,17.4034,45.7999,0.9
M4,M8,10.2101,-7.1261,-2.0396,38.0496,0.36
M5,M8,10.2101,-7.1261,-21.8787,33.8308,0.52
M6,M8,10.2101,-7.1261,-32.6365,23.2839,0.5
M7,M8,10.2101,-7.1261,2.0002,13.0886,0.84
M9,M8,10.2101,-7.1261,21.0261,-8.708,0.75
M10,M8,10.2101,-7.1261,30.8108,-4.4894,0.22
M11,M8,10.2101,-7.1261,-10.6827,14.1675,0.53
M12,M8,10.2101,-7.1261,-11.5451,40.3679,0.71
M13,M8,10.2101,-7.1261,9.7734,49.8601,0.4
K1,M8,10.2101,-7.1261,23.8158,53.8859,0.49
K2,M8,10.2101,-7.1261,-19.8441,46.3005,0.09
K3,M8,10.2101,-7.1261,26.7254,36.3249,0.51
K4,M8,10.2101,-7.1261,25.4625,63.0436,0.09
K5,M8,10.2101,-7.1261,30.4292,48.9811,0.23
A1,M8,10.2101,-7.1261,44.7861,142.4796,0.3
A2,M8,10.2101,-7.1261,41.8452,129.8234,0.45
A3,M8,10.2101,-7.1261,38.3505,117.5187,0.86
A4,M8,10.2101,-7.1261,26.3621,103.8708,0.58
A5,M8,10.2101,-7.1261,20.2081,103.6321,0.68
A6,M8,10.2101,-7.1261,12.3081,80.0773,0.39
A7,M8,10.2101,-7.1261,19.2389,73.3796,0.85
A8,M8,10.2101,-7.1261,50.8332,140.3611,0.84
A9,M8,10.2101,-7.1261,16.4459,95.0096,0.65
A10,M8,10.2101,-7.1261,21.7588,88.1451,0.86
A11,M8,10.2101,-7.1261,15.2623,120.4979,0.62
A12,M8,10.2101,-7.1261,6.8166,125.2493,0.38
A13,M8,10.2101,-7.1261,-4.4128,144.0525,0.1
A14,M8,10.2101,-7.1261,31.1841,130.6932,0.71
Z1,M8,10.2101,-7.1261,-21.5409,147.7123,0.96
Z2,M8,10.2101,-7.1261,-29.5135,152.1351,0.76
Z3,M8,10.2101,-7.1261,-37.0957,142.2138,0.92
Z4,M8,10.2101,-7.1261,-45.0244,168.6218,0.26
Z5,M8,10.2101,-7.1261,-31.9787,117.1119,0.14
Z6,M8,10.2101,-7.1261,-22.1268,115.4265,0.8
Z7,M8,10.2101,-7.1261,-12.7481,133.5319,0.98
N1,M9,21.0261,-8.708,38.9603,-67.7183,0.55
N2,M9,21.0261,-8.708,33.6701,-79.1441,0.45
N3,M9,21.0261,-8.708,21.3022,-90.1044,0.7
N4,M9,21.0261,-8.708,31.8968,-103.4019,0.26
N5,M9,21.0261,-8.708,53.2547,-124.4917,0.32
N6,M9,21.0261,-8.708,54.6989,-129.2372,0.27
N7,M9,21.0261,-8.708,62.1652,-153.9344,0.95
N8,M9,21.0261,-8.708,24.2271,-157.2241,0.85
N9,M9,21.0261,-8.708,22.5729,-105.1789,0.29
N10,M9,21.0261,-8.708,59.0741,136.9953,0.91
S1,M9,21.0261,-8.708,8.9915,-67.2331,0.06
S2,M9,21.0261,-8.708,-5.1621,-42.1811,0.72
S3,M9,21.0261,-8.708,-21.3756,-49.9622,0.09
S4,M9,21.0261,-8.708,-43.7592,-65.5599,0.14
S5,M9,21.0261,-8.708,-35.8045,-71.5364,0.65
S6,M9,21.0261,-8.708,-6.9267,-75.2371,0.13
S7,M9,21.0261,-8.708,7.6532,-76.2382,0.37
S8,M9,21.0261,-8.708,-32.5658,-52.7961,0.13
E1,M9,21.0261,-8.708,47.4901,14.1276,0.17
E2,M9,21.0261,-8.708,54.9682,27.7502,0.91
E3,M9,21.0261,-8.708,58.8052,15.9729,0.64
E4,M9,21.0261,-8.708,50.0536,2.4377,0.21
E5,M9,21.0261,-8.708,39.2195,-3.3631,0.04
E6,M9,21.0261,-8.708,35.9945,9.5282,0.5
E7,M9,21.0261,-8.708,44.9363,26.0808,0.65
E8,M9,21.0261,-8.708,69.8863,-27.0051,0.27
E9,M9,21.0261,-8.708,66.0731,-40.7161,0.35
E10,M9,21.0261,-8.708,69.7711,22.6141,0.99
E11,M9,21.0261,-8.708,64.3111,-17.1125,0.61
M1,M9,21.0261,-8.708,29.9007,25.0417,0.23
M2,M9,21.0261,-8.708,20.0666,35.6046,0.1
M3,M9,21.0261,-8.708,17.4034,45.7999,0.85
M4,M9,21.0261,-8.708,-2.0396,38.0496,0.58
M5,M9,21.0261,-8.708,-21.8787,33.8308,0.73
M6,M9,21.0261,-8.708,-32.6365,23.2839,0.23
M7,M9,21.0261,-8.708,2.0002,13.0886,0.28
M8,M9,21.0261,-8.708,10.2101,-7.1261,0.05
M10,M9,21.0261,-8.708,30.8108,-4.4894,0.2
M11,M9,21.0261,-8.708,-10.6827,14.1675,0.05
M12,M9,21.0261,-8.708,-11.5451,40.3679,0.36
M13,M9,21.0261,-8.708,9.7734,49.8601,0.03
K1,M9,21.0261,-8.708,23.8158,53.8859,0.64
K2,M9,21.0261,-8.708,-19.8441,46.3005,0.32
K3,M9,21.0261,-8.708,26.7254,36.3249,0.88
K4,M9,21.0261,-8.708,25.4625,63.0436,0.34
K5,M9,21.0261,-8.708,30.4292,48.9811,0.2
A1,M9,21.0261,-8.708,44.7861,142.4796,0.04
A2,M9,21.0261,-8.708,41.8452,129.8234,0.98
A3,M9,21.0261,-8.708,38.3505,117.5187,0.52
A4,M9,21.0261,-8.708,26.3621,103.8708,0.27
A5,M9,21.0261,-8.708,20.2081,103.6321,0.26
A6,M9,21.0261,-8.708,12.3081,80.0773,0.36
A7,M9,21.0261,-8.708,19.2389,73.3796,0.93
A8,M9,21.0261,-8.708,50.8332,140.3611,0.64
A9,M9,21.0261,-8.708,16.4459,95.0096,0.61
A10,M9,21.0261,-8.708,21.7588,88.1451,0.24
A11,M9,21.0261,-8.708,15.2623,120.4979,0.65
A12,M9,21.0261,-8.708,6.8166,125.2493,0.91
A13,M9,21.0261,-8.708,-4.4128,144.0525,0.02
A14,M9,21.0261,-8.708,31.1841,130.6932,0.06
Z1,M9,21.0261,-8.708,-21.5409,147.7123,0.27
Z2,M9,21.0261,-8.708,-29.5135,152.1351,0.55
Z3,M9,21.0261,-8.708,-37.0957,142.2138,0.97
Z4,M9,21.0261,-8.708,-45.0244,168.6218,0.56
Z5,M9,21.0261,-8.708,-31.9787,117.1119,0.21
Z6,M9,21.0261,-8.708,-22.1268,115.4265,0.21
Z7,M9,21.0261,-8.708,-12.7481,133.5319,0.86
N1,M10,30.8108,-4.4894,38.9603,-67.7183,0.15
N2,M10,30.8108,-4.4894,33.6701,-79.1441,0.98
N3,M10,30.8108,-4.4894,21.3022,-90.1044,0.63
N4,M10,30.8108,-4.4894,31.8968,-103.4019,0.38
N5,M10,30.8108,-4.4894,53.2547,-124.4917,0.1
N6,M10,30.8108,-4.4894,54.6989,-129.2372,1
N7,M10,30.8108,-4.4894,62.1652,-153.9344,0.47
N8,M10,30.8108,-4.4894,24.2271,-157.2241,0.66
N9,M10,30.8108,-4.4894,22.5729,-105.1789,0.97
N10,M10,30.8108,-4.4894,59.0741,136.9953,0.86
S1,M10,30.8108,-4.4894,8.9915,-67.2331,0.43
S2,M10,30.8108,-4.4894,-5.1621,-42.1811,0.68
S3,M10,30.8108,-4.4894,-21.3756,-49.9622,0.79
S4,M10,30.8108,-4.4894,-43.7592,-65.5599,0.86
S5,M10,30.8108,-4.4894,-35.8045,-71.5364,0.01
S6,M10,30.8108,-4.4894,-6.9267,-75.2371,0.07
S7,M10,30.8108,-4.4894,7.6532,-76.2382,0.27
S8,M10,30.8108,-4.4894,-32.5658,-52.7961,0.64
E1,M10,30.8108,-4.4894,47.4901,14.1276,0.84
E2,M10,30.8108,-4.4894,54.9682,27.7502,0.2
E3,M10,30.8108,-4.4894,58.8052,15.9729,0.6
E4,M10,30.8108,-4.4894,50.0536,2.4377,0.2
E5,M10,30.8108,-4.4894,39.2195,-3.3631,0.11
E6,M10,30.8108,-4.4894,35.9945,9.5282,0.45
E7,M10,30.8108,-4.4894,44.9363,26.0808,0.27
E8,M10,30.8108,-4.4894,69.8863,-27.0051,0.42
E9,M10,30.8108,-4.4894,66.0731,-40.7161,0.29
E10,M10,30.8108,-4.4894,69.7711,22.6141,0.57
E11,M10,30.8108,-4.4894,64.3111,-17.1125,0.9
M1,M10,30.8108,-4.4894,29.9007,25.0417,0.69
M2,M10,30.8108,-4.4894,20.0666,35.6046,0.5
M3,M10,30.8108,-4.4894,17.4034,45.7999,0.37
M4,M10,30.8108,-4.4894,-2.0396,38.0496,0.04
M5,M10,30.8108,-4.4894,-21.8787,33.8308,0.8
M6,M10,30.8108,-4.4894,-32.6365,23.2839,0.39
M7,M10,30.8108,-4.4894,2.0002,13.0886,0.13
M8,M10,30.8108,-4.4894,10.2101,-7.1261,0.14
M9,M10,30.8108,-4.4894,21.0261,-8.708,0.71
M11,M10,30.8108,-4.4894,-10.6827,14.1675,0.52
M12,M10,30.8108,-4.4894,-11.5451,40.3679,0.08
M13,M10,30.8108,-4.4894,9.7734,49.8601,0.69
K1,M10,30.8108,-4.4894,23.8158,53.8859,0.34
K2,M10,30.8108,-4.4894,-19.8441,46.3005,0.39
K3,M10,30.8108,-4.4894,26.7254,36.3249,0.73
K4,M10,30.8108,-4.4894,25.4625,63.0436,0.23
K5,M10,30.8108,-4.4894,30.4292,48.9811,0.44
A1,M10,30.8108,-4.4894,44.7861,142.4796,0.42
A2,M10,30.8108,-4.4894,41.8452,129.8234,0.67
A3,M10,30.8108,-4.4894,38.3505,117.5187,0.37
A4,M10,30.8108,-4.4894,26.3621,103.8708,0.85
A5,M10,30.8108,-4.4894,20.2081,103.6321,0.88
A6,M10,30.8108,-4.4894,12.3081,80.0773,0.97
A7,M10,30.8108,-4.4894,19.2389,73.3796,0.83
A8,M10,30.8108,-4.4894,50.8332,140.3611,0.34
A9,M10,30.8108,-4.4894,16.4459,95.0096,0.53
A10,M10,30.8108,-4.4894,21.7588,88.1451,0.28
A11,M10,30.8108,-4.4894,15.2623,120.4979,0.88
A12,M10,30.8108,-4.4894,6.8166,125.2493,0.88
A13,M10,30.8108,-4.4894,-4.4128,144.0525,0.35
A14,M10,30.8108,-4.4894,31.1841,130.6932,0.66
Z1,M10,30.8108,-4.4894,-21.5409,147.7123,0.4
Z2,M10,30.8108,-4.4894,-29.5135,152.1351,0
Z3,M10,30.8108,-4.4894,-37.0957,142.2138,0.05
Z4,M10,30.8108,-4.4894,-45.0244,168.6218,0.44
Z5,M10,30.8108,-4.4894,-31.9787,117.1119,0.78
Z6,M10,30.8108,-4.4894,-22.1268,115.4265,0.97
Z7,M10,30.8108,-4.4894,-12.7481,133.5319,0.62
N1,M11,-10.6827,14.1675,38.9603,-67.7183,0.9
N2,M11,-10.6827,14.1675,33.6701,-79.1441,0.42
N3,M11,-10.6827,14.1675,21.3022,-90.1044,0.1
N4,M11,-10.6827,14.1675,31.8968,-103.4019,0.94
N5,M11,-10.6827,14.1675,53.2547,-124.4917,0.66
N6,M11,-10.6827,14.1675,54.6989,-129.2372,0.17
N7,M11,-10.6827,14.1675,62.1652,-153.9344,0.82
N8,M11,-10.6827,14.1675,24.2271,-157.2241,0.17
N9,M11,-10.6827,14.1675,22.5729,-105.1789,0.35
N10,M11,-10.6827,14.1675,59.0741,136.9953,0.93
S1,M11,-10.6827,14.1675,8.9915,-67.2331,0.92
S2,M11,-10.6827,14.1675,-5.1621,-42.1811,0.84
S3,M11,-10.6827,14.1675,-21.3756,-49.9622,0.28
S4,M11,-10.6827,14.1675,-43.7592,-65.5599,0.3
S5,M11,-10.6827,14.1675,-35.8045,-71.5364,0.89
S6,M11,-10.6827,14.1675,-6.9267,-75.2371,0.96
S7,M11,-10.6827,14.1675,7.6532,-76.2382,0.63
S8,M11,-10.6827,14.1675,-32.5658,-52.7961,0.47
E1,M11,-10.6827,14.1675,47.4901,14.1276,0.44
E2,M11,-10.6827,14.1675,54.9682,27.7502,0.81
E3,M11,-10.6827,14.1675,58.8052,15.9729,0.74
E4,M11,-10.6827,14.1675,50.0536,2.4377,0.42
E5,M11,-10.6827,14.1675,39.2195,-3.3631,0.99
E6,M11,-10.6827,14.1675,35.9945,9.5282,0.76
E7,M11,-10.6827,14.1675,44.9363,26.0808,0.89
E8,M11,-10.6827,14.1675,69.8863,-27.0051,0.57
E9,M11,-10.6827,14.1675,66.0731,-40.7161,0.41
E10,M11,-10.6827,14.1675,69.7711,22.6141,0.71
E11,M11,-10.6827,14.1675,64.3111,-17.1125,0.25
M1,M11,-10.6827,14.1675,29.9007,25.0417,0.63
M2,M11,-10.6827,14.1675,20.0666,35.6046,0.88
M3,M11,-10.6827,14.1675,17.4034,45.7999,0.19
M4,M11,-10.6827,14.1675,-2.0396,38.0496,0.52
M5,M11,-10.6827,14.1675,-21.8787,33.8308,0.63
M6,M11,-10.6827,14.1675,-32.6365,23.2839,0.58
M7,M11,-10.6827,14.1675,2.0002,13.0886,0.13
